0.940520000000000	-0.0153100000000000	0.941700000000000	0.0100100000000000	0.949940000000000	-0.0147200000000000	0.958780000000000	-0.0106000000000000	0.946410000000000	-0.0371000000000000	0.971730000000000	-0.0176700000000000	0.970550000000000	-0.0388700000000000	0.954650000000000	-0.0406400000000000	0.952300000000000	-0.0471100000000000	0.942290000000000	-0.0217900000000000	0.928150000000000	-0.0441700000000000	0.920490000000000	-0.0447600000000000	0.926950000000000	-0.0582700000000000	0.903420000000000	-0.0747900000000000	0.919910000000000	-0.0724400000000000	0.920490000000000	-0.0742000000000000	1
0.955590000000000	-0.00155000000000000	0.864210000000000	-0.132440000000000	0.949820000000000	-0.00461000000000000	0.828090000000000	-0.511710000000000	0.924410000000000	0.103680000000000	1	-0.142470000000000	0.992640000000000	-0.0254200000000000	0.958530000000000	-0.155180000000000	0.840130000000000	0.617390000000000	1	-0.163210000000000	0.874920000000000	-0.0849500000000000	0.857410000000000	-0.0166400000000000	0.841320000000000	-0.0176900000000000	0.824270000000000	-0.0186700000000000	0.806340000000000	-0.0195700000000000	0.787610000000000	-0.0203900000000000	1
0.862840000000000	0.193100000000000	0.809200000000000	0.411490000000000	0.672030000000000	0.557850000000000	0.545590000000000	0.699620000000000	0.367050000000000	0.815330000000000	0.196170000000000	0.856710000000000	-0.0406100000000000	0.862840000000000	-0.172410000000000	0.757850000000000	-0.341000000000000	0.657470000000000	-0.481990000000000	0.560920000000000	-0.602300000000000	0.409960000000000	-0.592340000000000	0.257470000000000	-0.630380000000000	0.0881800000000000	-0.572410000000000	-0.0781600000000000	-0.548660000000000	-0.199230000000000	-0.429120000000000	-0.319540000000000	1
0.385210000000000	0.155640000000000	0.412450000000000	0.0739300000000000	0.264590000000000	0.241250000000000	0.233460000000000	0.132300000000000	0.194550000000000	0.252920000000000	0.245140000000000	0.369650000000000	0.0894900000000000	0.229570000000000	-0.0389100000000000	0.369650000000000	0.0505800000000000	0.249030000000000	0.249030000000000	0.0972800000000000	0.0778200000000000	0.299610000000000	-0.0249400000000000	0.284820000000000	-0.0602400000000000	0.262560000000000	-0.147860000000000	0.147860000000000	-0.0933900000000000	0.311280000000000	-0.190660000000000	0.287940000000000	-1
1	1	0	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	1	-1	1	0	0	0	0	1	-1	-1	1	-1	1	-1	1	-1
0.495150000000000	0.0970900000000000	0.296120000000000	0.0582500000000000	0.349510000000000	0	0.572820000000000	-0.0242700000000000	0.582520000000000	0.0242700000000000	0.334950000000000	0.0485400000000000	0.524270000000000	0.00485000000000000	0.470870000000000	-0.106800000000000	0.432040000000000	0.00485000000000000	0.349510000000000	0.0582500000000000	0.189320000000000	0.257280000000000	0.310680000000000	-0.150490000000000	0.365470000000000	0.0381500000000000	0.393200000000000	0.174760000000000	0.262140000000000	0	0.373790000000000	-0.0194200000000000	1
1	0.0407800000000000	1	0.119820000000000	1	0.161590000000000	1	0.279210000000000	0.987030000000000	0.308890000000000	0.927450000000000	0.376390000000000	0.911180000000000	0.397490000000000	0.819390000000000	0.460590000000000	0.786190000000000	0.469940000000000	0.794000000000000	0.562820000000000	0.703310000000000	0.581290000000000	0.670770000000000	0.597230000000000	0.589030000000000	0.609900000000000	0.539520000000000	0.609320000000000	0.453120000000000	0.636360000000000	0.404420000000000	0.626580000000000	1
1	0.0977100000000000	1	0.121970000000000	1	0.225740000000000	0.986020000000000	0.0923700000000000	0.949300000000000	0.192110000000000	0.929920000000000	0.242880000000000	0.892410000000000	0.283430000000000	0.855290000000000	0.267210000000000	0.836560000000000	0.331290000000000	0.833930000000000	0.316980000000000	0.748290000000000	0.395970000000000	0.761930000000000	0.346580000000000	0.684520000000000	0.427460000000000	0.627640000000000	0.460310000000000	0.567910000000000	0.470330000000000	0.542520000000000	0.509030000000000	1
1	1	1	-1	0	0	0	0	1	1	1	1	-1	-1	1	-1	-1	1	0	0	1	-1	1	-1	1	1	-1	-1	0	0	0	0	-1
0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	-1	0	0	1	1	1	-1	1	1	1	0	1	1	1	-1	0	0	-1
